               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.015687,            0.010491,                   0,             0.99365,             0.98115,             0.99349,             0.83951,            0.016485,            0.012312,                   0,           0.0053587,           0.0053587,           0.0053587
                 155,            0.015945,            0.010499,                   0,             0.99362,             0.98119,              0.9936,             0.83873,            0.016427,            0.012618,                   0,           0.0053116,           0.0053116,           0.0053116
                 156,            0.016276,            0.010729,                   0,             0.99354,             0.98119,              0.9934,               0.832,            0.016541,            0.013084,                   0,           0.0052645,           0.0052645,           0.0052645
                 157,            0.015873,            0.010103,                   0,             0.98428,             0.98433,             0.99367,             0.83715,            0.016825,            0.013624,                   0,           0.0052174,           0.0052174,           0.0052174
                 158,            0.015099,           0.0097151,                   0,             0.99054,             0.98431,             0.99391,             0.82983,            0.016926,            0.013859,                   0,           0.0051704,           0.0051704,           0.0051704
                 159,            0.015597,            0.010169,                   0,             0.99053,             0.98746,             0.99436,             0.83752,            0.016733,            0.012266,                   0,           0.0051234,           0.0051234,           0.0051234
                 160,            0.015928,            0.010196,                   0,             0.99369,             0.98743,              0.9941,             0.83891,            0.016794,            0.012394,                   0,           0.0050765,           0.0050765,           0.0050765
                 161,            0.015769,            0.010156,                   0,             0.98436,             0.98746,             0.99324,             0.84431,            0.016402,            0.012007,                   0,           0.0050296,           0.0050296,           0.0050296
                 162,            0.015442,            0.009901,                   0,              0.9906,             0.99056,             0.99449,             0.84568,            0.016546,            0.011719,                   0,           0.0049828,           0.0049828,           0.0049828
                 163,            0.015556,           0.0098324,                   0,             0.99058,              0.9906,             0.99436,             0.84427,            0.016374,            0.011875,                   0,            0.004936,            0.004936,            0.004936
                 164,            0.015542,            0.010437,                   0,             0.99054,             0.98425,             0.99401,             0.84822,              0.0165,            0.011657,                   0,           0.0048893,           0.0048893,           0.0048893
                 165,            0.015727,            0.010731,                   0,             0.98441,              0.9906,              0.9943,              0.8527,            0.016615,            0.012268,                   0,           0.0048426,           0.0048426,           0.0048426
                 166,            0.015422,            0.010298,                   0,             0.98738,             0.98119,             0.99349,             0.83517,            0.016743,            0.012547,                   0,            0.004796,            0.004796,            0.004796
                 167,            0.014702,           0.0097904,                   0,             0.98739,             0.98433,             0.99355,             0.83905,            0.016631,            0.013104,                   0,           0.0047495,           0.0047495,           0.0047495
                 168,            0.014839,            0.010092,                   0,              0.9905,             0.98746,             0.99401,             0.84712,            0.016255,            0.012445,                   0,           0.0047031,           0.0047031,           0.0047031
                 169,            0.015241,            0.010366,                   0,             0.98738,             0.98433,             0.99373,             0.85125,            0.016255,            0.012628,                   0,           0.0046568,           0.0046568,           0.0046568
                 170,            0.015137,           0.0097862,                   0,             0.99055,             0.98746,             0.99424,             0.84948,            0.016652,            0.011976,                   0,           0.0046105,           0.0046105,           0.0046105
                 171,            0.014999,           0.0098975,                   0,             0.98742,             0.98433,             0.99356,             0.83742,            0.016528,            0.012109,                   0,           0.0045644,           0.0045644,           0.0045644
                 172,            0.015083,             0.00991,                   0,             0.99354,             0.98746,             0.99395,              0.8487,            0.016923,             0.01283,                   0,           0.0045184,           0.0045184,           0.0045184
                 173,            0.015419,           0.0098608,                   0,             0.99049,             0.98433,             0.99347,             0.84582,             0.01632,            0.012119,                   0,           0.0044724,           0.0044724,           0.0044724
                 174,            0.014722,            0.010019,                   0,             0.98742,             0.98428,             0.99338,             0.84581,            0.016625,            0.012475,                   0,           0.0044266,           0.0044266,           0.0044266
                 175,            0.015083,           0.0099737,                   0,              0.9905,             0.98119,              0.9936,             0.84985,             0.01641,             0.01259,                   0,           0.0043809,           0.0043809,           0.0043809
                 176,            0.014869,           0.0096967,                   0,             0.99365,             0.98433,             0.99346,             0.84522,            0.016624,            0.012787,                   0,           0.0043353,           0.0043353,           0.0043353
                 177,             0.01486,           0.0097615,                   0,             0.99347,             0.97806,             0.99361,             0.84729,            0.016272,            0.012527,                   0,           0.0042899,           0.0042899,           0.0042899
                 178,            0.015247,            0.010059,                   0,             0.98742,             0.98425,             0.99424,             0.85005,            0.016295,            0.013001,                   0,           0.0042445,           0.0042445,           0.0042445
                 179,            0.014776,           0.0098108,                   0,             0.99051,             0.98118,             0.99344,             0.83971,            0.016341,            0.013486,                   0,           0.0041994,           0.0041994,           0.0041994
                 180,            0.014606,            0.010429,                   0,             0.99361,              0.9749,             0.99374,             0.85029,            0.016617,            0.013979,                   0,           0.0041543,           0.0041543,           0.0041543
                 181,            0.014978,           0.0099621,                   0,             0.99363,             0.98119,             0.99405,             0.84883,            0.016459,            0.013714,                   0,           0.0041094,           0.0041094,           0.0041094
                 182,            0.014726,           0.0096086,                   0,             0.99051,             0.98118,             0.99391,             0.85081,            0.016405,            0.013555,                   0,           0.0040647,           0.0040647,           0.0040647
                 183,            0.014164,           0.0094973,                   0,             0.99369,             0.98746,             0.99428,             0.85197,            0.016649,            0.013708,                   0,           0.0040201,           0.0040201,           0.0040201
                 184,            0.014358,           0.0094892,                   0,             0.99368,             0.98746,             0.99417,             0.84809,             0.01653,            0.013131,                   0,           0.0039757,           0.0039757,           0.0039757
                 185,            0.014873,           0.0096171,                   0,             0.99057,             0.98746,             0.99387,             0.85491,            0.016007,            0.011889,                   0,           0.0039314,           0.0039314,           0.0039314
                 186,              0.0146,           0.0098171,                   0,             0.99052,             0.98433,             0.99395,             0.85392,            0.016102,            0.012907,                   0,           0.0038873,           0.0038873,           0.0038873
                 187,            0.014543,           0.0098703,                   0,             0.98738,             0.98119,              0.9935,             0.85292,            0.016106,             0.01265,                   0,           0.0038434,           0.0038434,           0.0038434
                 188,             0.01369,           0.0088216,                   0,             0.99365,             0.98092,             0.99391,              0.8585,            0.016092,            0.012676,                   0,           0.0037997,           0.0037997,           0.0037997
                 189,            0.014914,           0.0099093,                   0,             0.99361,             0.98119,             0.99401,             0.85352,            0.016042,            0.012748,                   0,           0.0037562,           0.0037562,           0.0037562
                 190,            0.014036,           0.0091386,                   0,             0.98437,             0.98745,             0.99369,             0.85495,            0.016224,            0.013127,                   0,           0.0037128,           0.0037128,           0.0037128
                 191,            0.014237,           0.0095989,                   0,             0.99054,             0.98432,             0.99396,             0.84534,            0.016392,            0.012899,                   0,           0.0036697,           0.0036697,           0.0036697
                 192,            0.014561,           0.0099826,                   0,             0.99054,             0.98429,             0.99385,              0.8486,            0.016349,            0.012498,                   0,           0.0036267,           0.0036267,           0.0036267
                 193,            0.014294,           0.0094988,                   0,              0.9874,             0.98433,             0.99375,              0.8452,            0.016633,            0.013503,                   0,            0.003584,            0.003584,            0.003584
                 194,            0.014169,           0.0092974,                   0,             0.98744,             0.98746,             0.99394,             0.85035,            0.016647,            0.013037,                   0,           0.0035415,           0.0035415,           0.0035415
                 195,             0.01432,           0.0094598,                   0,             0.99684,             0.98745,             0.99447,             0.85622,            0.016582,            0.013165,                   0,           0.0034991,           0.0034991,           0.0034991
                 196,            0.013953,            0.009267,                   0,             0.99367,             0.98433,             0.99434,             0.85703,            0.016259,            0.012802,                   0,            0.003457,            0.003457,            0.003457
                 197,            0.013704,           0.0092517,                   0,             0.99054,              0.9842,              0.9942,             0.84904,            0.015788,            0.012042,                   0,           0.0034152,           0.0034152,           0.0034152
                 198,            0.014132,           0.0096852,                   0,             0.99048,             0.98433,             0.99418,             0.85435,            0.015954,             0.01223,                   0,           0.0033735,           0.0033735,           0.0033735
                 199,            0.014035,           0.0095031,                   0,              0.9844,              0.9906,             0.99443,             0.85956,            0.015737,            0.012317,                   0,           0.0033321,           0.0033321,           0.0033321
                 200,            0.013729,           0.0090787,                   0,             0.99367,             0.98431,             0.99404,             0.86301,            0.015801,            0.012351,                   0,           0.0032909,           0.0032909,           0.0032909
                 201,            0.013789,           0.0091509,                   0,             0.99681,             0.98101,             0.99407,              0.8544,            0.015954,            0.012387,                   0,             0.00325,             0.00325,             0.00325
                 202,            0.014153,           0.0091149,                   0,             0.99369,             0.98746,             0.99432,             0.86249,            0.015758,            0.012763,                   0,           0.0032093,           0.0032093,           0.0032093
                 203,             0.01389,           0.0090813,                   0,             0.99052,             0.98746,             0.99413,             0.85616,            0.016258,            0.012871,                   0,           0.0031689,           0.0031689,           0.0031689
                 204,            0.014167,           0.0095455,                   0,             0.98437,             0.98745,             0.99407,             0.85061,            0.016246,            0.012948,                   0,           0.0031287,           0.0031287,           0.0031287
                 205,            0.014043,           0.0094988,                   0,             0.99048,             0.98433,             0.99373,             0.85491,            0.015868,            0.013352,                   0,           0.0030888,           0.0030888,           0.0030888
                 206,            0.013843,           0.0095706,                   0,             0.99044,             0.98119,             0.99381,             0.85543,            0.015957,            0.012299,                   0,           0.0030491,           0.0030491,           0.0030491
                 207,            0.013883,           0.0093013,                   0,             0.99365,             0.98116,             0.99392,             0.86023,            0.015971,            0.012473,                   0,           0.0030097,           0.0030097,           0.0030097
                 208,            0.013697,           0.0093225,                   0,             0.99359,             0.98119,             0.99342,             0.85698,            0.016332,            0.013338,                   0,           0.0029706,           0.0029706,           0.0029706
                 209,            0.013817,           0.0092858,                   0,             0.99364,             0.98119,             0.99369,             0.85903,            0.015731,            0.012707,                   0,           0.0029318,           0.0029318,           0.0029318
                 210,            0.013542,           0.0091059,                   0,             0.99682,             0.98115,             0.99413,             0.86276,            0.015561,            0.013169,                   0,           0.0028932,           0.0028932,           0.0028932
                 211,            0.013292,           0.0092168,                   0,             0.99675,             0.97806,              0.9938,             0.86059,            0.015657,            0.013004,                   0,            0.002855,            0.002855,            0.002855
                 212,            0.013855,           0.0093995,                   0,             0.99051,             0.98117,             0.99374,             0.86166,            0.015559,            0.012892,                   0,            0.002817,            0.002817,            0.002817
                 213,            0.013687,           0.0091073,                   0,             0.98432,             0.98433,             0.99371,             0.85992,             0.01562,            0.012683,                   0,           0.0027793,           0.0027793,           0.0027793
                 214,            0.013454,           0.0087976,                   0,             0.99054,             0.98428,             0.99358,             0.85604,             0.01586,            0.013624,                   0,           0.0027419,           0.0027419,           0.0027419
                 215,            0.013286,           0.0085592,                   0,             0.98743,             0.98746,             0.99375,             0.85938,            0.015779,            0.013579,                   0,           0.0027048,           0.0027048,           0.0027048
                 216,            0.013524,           0.0090796,                   0,              0.9968,             0.98119,             0.99396,             0.85071,            0.015759,             0.01333,                   0,           0.0026681,           0.0026681,           0.0026681
                 217,            0.013754,           0.0093633,                   0,             0.99364,             0.98119,             0.99359,             0.85698,             0.01601,            0.014096,                   0,           0.0026316,           0.0026316,           0.0026316
                 218,            0.013669,           0.0090501,                   0,              0.9968,             0.98119,             0.99396,              0.8587,            0.015999,            0.013767,                   0,           0.0025954,           0.0025954,           0.0025954
                 219,            0.013468,           0.0089304,                   0,             0.99057,             0.98737,             0.99397,             0.85461,            0.015915,            0.012905,                   0,           0.0025596,           0.0025596,           0.0025596
                 220,             0.01347,           0.0090272,                   0,             0.99358,             0.98746,             0.99401,             0.85899,            0.016031,            0.012803,                   0,           0.0025241,           0.0025241,           0.0025241
                 221,            0.013302,           0.0088125,                   0,             0.99363,             0.98433,             0.99401,             0.85795,             0.01575,            0.012492,                   0,           0.0024889,           0.0024889,           0.0024889
                 222,            0.013179,           0.0090019,                   0,             0.99679,             0.98433,             0.99382,             0.85851,            0.015813,             0.01302,                   0,           0.0024541,           0.0024541,           0.0024541
                 223,             0.01303,           0.0083843,                   0,             0.99683,             0.98422,              0.9939,             0.85659,            0.016098,            0.013812,                   0,           0.0024195,           0.0024195,           0.0024195
                 224,            0.013373,           0.0088801,                   0,             0.99672,             0.98433,             0.99361,             0.86255,            0.016045,            0.013397,                   0,           0.0023854,           0.0023854,           0.0023854
                 225,             0.01328,           0.0089478,                   0,             0.99367,             0.98432,              0.9936,             0.85859,            0.016149,            0.013421,                   0,           0.0023515,           0.0023515,           0.0023515
                 226,            0.013413,           0.0089845,                   0,             0.99363,             0.98433,              0.9939,             0.85747,            0.015971,            0.013254,                   0,            0.002318,            0.002318,            0.002318
                 227,            0.013219,           0.0089792,                   0,             0.99679,             0.98433,             0.99392,             0.85734,            0.015712,            0.013125,                   0,           0.0022849,           0.0022849,           0.0022849
                 228,            0.012997,            0.008652,                   0,             0.99052,             0.98433,             0.99407,             0.85525,            0.015747,            0.013027,                   0,           0.0022521,           0.0022521,           0.0022521
                 229,            0.013232,           0.0085601,                   0,             0.99681,             0.98746,             0.99443,             0.86087,            0.015924,             0.01319,                   0,           0.0022196,           0.0022196,           0.0022196
                 230,            0.013059,           0.0089697,                   0,             0.99369,             0.98743,             0.99393,             0.86107,            0.015961,            0.013636,                   0,           0.0021876,           0.0021876,           0.0021876
                 231,            0.013073,           0.0087727,                   0,             0.99362,             0.98433,             0.99425,             0.86098,            0.016129,             0.01352,                   0,           0.0021558,           0.0021558,           0.0021558
                 232,               0.013,           0.0086429,                   0,             0.99683,             0.98432,             0.99406,              0.8572,            0.016084,            0.013083,                   0,           0.0021245,           0.0021245,           0.0021245
                 233,            0.012649,           0.0086008,                   0,             0.99679,             0.98119,             0.99408,             0.85482,            0.015999,              0.0136,                   0,           0.0020935,           0.0020935,           0.0020935
                 234,            0.012917,           0.0085779,                   0,             0.99681,             0.98119,             0.99406,             0.85891,            0.015869,             0.01283,                   0,           0.0020629,           0.0020629,           0.0020629
                 235,            0.012853,           0.0083396,                   0,             0.99367,             0.98432,             0.99374,             0.85742,             0.01581,            0.013002,                   0,           0.0020327,           0.0020327,           0.0020327
                 236,            0.012973,           0.0089292,                   0,             0.99362,             0.98433,             0.99409,             0.86106,            0.015766,            0.012635,                   0,           0.0020028,           0.0020028,           0.0020028
                 237,            0.012923,           0.0083175,                   0,             0.99681,             0.98119,             0.99415,             0.85971,            0.015886,            0.012592,                   0,           0.0019734,           0.0019734,           0.0019734
                 238,            0.013231,           0.0087561,                   0,             0.99681,             0.98119,             0.99415,             0.86356,            0.015676,            0.012635,                   0,           0.0019443,           0.0019443,           0.0019443
                 239,            0.013519,           0.0092333,                   0,             0.99365,             0.98116,             0.99383,             0.85985,            0.015784,            0.013083,                   0,           0.0019156,           0.0019156,           0.0019156
                 240,            0.012897,           0.0088659,                   0,             0.98742,             0.98432,             0.99362,             0.86083,            0.015943,            0.013381,                   0,           0.0018873,           0.0018873,           0.0018873
                 241,            0.012966,           0.0085329,                   0,             0.99681,             0.98119,             0.99374,             0.85938,            0.016029,            0.013796,                   0,           0.0018594,           0.0018594,           0.0018594
                 242,            0.012859,           0.0088188,                   0,             0.99682,             0.98117,             0.99387,             0.85755,            0.016079,            0.013747,                   0,           0.0018319,           0.0018319,           0.0018319
                 243,            0.012763,           0.0086138,                   0,             0.99365,             0.98115,             0.99407,             0.85563,            0.016268,            0.013962,                   0,           0.0018048,           0.0018048,           0.0018048
                 244,            0.012946,           0.0086201,                   0,             0.99364,             0.98433,             0.99396,             0.85588,            0.016236,             0.01383,                   0,           0.0017781,           0.0017781,           0.0017781
                 245,            0.013168,           0.0087061,                   0,              0.9906,             0.99059,             0.99456,              0.8581,            0.015885,            0.013931,                   0,           0.0017519,           0.0017519,           0.0017519
                 246,            0.013059,           0.0088164,                   0,             0.99679,             0.98433,             0.99403,             0.85576,            0.015898,            0.013582,                   0,            0.001726,            0.001726,            0.001726
                 247,            0.013006,           0.0083864,                   0,             0.99057,             0.98744,             0.99414,             0.85897,            0.015989,            0.013293,                   0,           0.0017005,           0.0017005,           0.0017005
                 248,            0.012714,           0.0082797,                   0,             0.99057,             0.98744,             0.99405,             0.85723,            0.015998,            0.012729,                   0,           0.0016755,           0.0016755,           0.0016755
                 249,            0.012356,            0.007929,                   0,             0.99056,             0.98746,             0.99419,             0.85377,            0.016038,            0.013052,                   0,           0.0016509,           0.0016509,           0.0016509
                 250,            0.012564,           0.0086257,                   0,              0.9968,             0.98746,              0.9942,             0.85377,             0.01603,            0.013357,                   0,           0.0016267,           0.0016267,           0.0016267
                 251,            0.012554,           0.0080022,                   0,             0.99369,             0.98746,              0.9941,             0.85882,            0.015931,             0.01326,                   0,           0.0016029,           0.0016029,           0.0016029
                 252,            0.012614,           0.0086086,                   0,              0.9936,             0.98746,             0.99425,             0.86074,              0.0159,            0.013326,                   0,           0.0015795,           0.0015795,           0.0015795
                 253,            0.012899,           0.0084657,                   0,             0.99367,             0.98433,             0.99397,             0.86122,            0.015954,            0.013223,                   0,           0.0015566,           0.0015566,           0.0015566
                 254,            0.012688,           0.0079644,                   0,             0.99053,             0.98433,             0.99365,             0.85625,             0.01602,            0.012874,                   0,           0.0015341,           0.0015341,           0.0015341
                 255,            0.012652,           0.0087331,                   0,             0.99367,             0.98433,             0.99378,             0.86118,             0.01596,            0.012645,                   0,           0.0015121,           0.0015121,           0.0015121
                 256,            0.012873,            0.008596,                   0,             0.99683,             0.98432,             0.99401,             0.86107,            0.015987,            0.012489,                   0,           0.0014905,           0.0014905,           0.0014905
                 257,            0.012046,           0.0081658,                   0,             0.99367,             0.98433,             0.99403,             0.86302,            0.015961,            0.012296,                   0,           0.0014693,           0.0014693,           0.0014693
                 258,            0.012463,            0.008152,                   0,             0.99367,              0.9843,               0.994,             0.86035,             0.01596,            0.012505,                   0,           0.0014486,           0.0014486,           0.0014486
                 259,            0.012938,           0.0087299,                   0,             0.99366,             0.98433,             0.99424,             0.86049,            0.015956,            0.012687,                   0,           0.0014283,           0.0014283,           0.0014283
                 260,            0.012343,           0.0081545,                   0,             0.99367,             0.98429,             0.99433,             0.86412,            0.015778,            0.012553,                   0,           0.0014084,           0.0014084,           0.0014084
                 261,            0.012416,           0.0083593,                   0,             0.99366,             0.98433,             0.99381,             0.86393,            0.015856,            0.013071,                   0,            0.001389,            0.001389,            0.001389
                 262,            0.012277,           0.0080994,                   0,             0.99366,             0.98433,             0.99412,             0.85828,            0.015953,            0.013084,                   0,           0.0013701,           0.0013701,           0.0013701
                 263,            0.012633,           0.0083946,                   0,             0.99366,             0.98433,             0.99401,             0.85928,            0.015997,            0.012891,                   0,           0.0013516,           0.0013516,           0.0013516
                 264,            0.012971,           0.0085932,                   0,             0.99365,             0.98119,             0.99392,             0.86424,             0.01587,            0.013067,                   0,           0.0013336,           0.0013336,           0.0013336
                 265,            0.012644,           0.0085604,                   0,             0.99363,             0.98433,             0.99381,             0.86091,            0.015839,            0.013143,                   0,            0.001316,            0.001316,            0.001316
                 266,            0.012247,           0.0083513,                   0,             0.99682,             0.98117,             0.99402,             0.86167,            0.015821,            0.013106,                   0,           0.0012989,           0.0012989,           0.0012989
                 267,            0.012799,           0.0084463,                   0,             0.99367,             0.98428,             0.99391,             0.86249,            0.015846,            0.013123,                   0,           0.0012822,           0.0012822,           0.0012822
                 268,            0.012218,           0.0082525,                   0,              0.9905,             0.98119,             0.99362,             0.86376,            0.015843,            0.013083,                   0,            0.001266,            0.001266,            0.001266
                 269,            0.012234,            0.007938,                   0,              0.9874,             0.98433,             0.99364,             0.86463,            0.015697,            0.012966,                   0,           0.0012503,           0.0012503,           0.0012503
                 270,            0.012813,           0.0083187,                   0,             0.99674,             0.98119,             0.99386,             0.86347,            0.015889,            0.013553,                   0,            0.001235,            0.001235,            0.001235
                 271,            0.012612,           0.0084834,                   0,              0.9968,             0.98119,             0.99386,             0.86684,            0.015976,            0.013501,                   0,           0.0012202,           0.0012202,           0.0012202
                 272,              0.0128,            0.008563,                   0,             0.99681,             0.98433,             0.99389,             0.86908,            0.015926,            0.013181,                   0,           0.0012059,           0.0012059,           0.0012059
                 273,            0.012501,           0.0084621,                   0,             0.99366,             0.98433,             0.99381,             0.86754,            0.015957,             0.01323,                   0,           0.0011921,           0.0011921,           0.0011921
                 274,            0.012233,            0.008237,                   0,             0.99682,             0.98433,             0.99368,             0.86407,            0.016021,            0.013414,                   0,           0.0011787,           0.0011787,           0.0011787
                 275,            0.012259,           0.0077302,                   0,             0.99683,             0.98431,             0.99382,             0.86874,            0.015876,            0.013621,                   0,           0.0011658,           0.0011658,           0.0011658
                 276,            0.012443,           0.0082227,                   0,             0.99683,              0.9843,             0.99389,              0.8662,            0.015908,             0.01369,                   0,           0.0011533,           0.0011533,           0.0011533
                 277,            0.012457,            0.008284,                   0,             0.99367,             0.98429,             0.99378,             0.86935,            0.015821,            0.013791,                   0,           0.0011414,           0.0011414,           0.0011414
                 278,            0.012426,           0.0081748,                   0,             0.99365,             0.98433,             0.99357,             0.86812,            0.015754,            0.013464,                   0,           0.0011299,           0.0011299,           0.0011299
                 279,            0.012687,           0.0084923,                   0,             0.99356,             0.98433,             0.99367,              0.8651,            0.015693,            0.013391,                   0,           0.0011189,           0.0011189,           0.0011189
                 280,            0.012464,           0.0082874,                   0,             0.99364,             0.98433,             0.99368,             0.86201,            0.015812,            0.013335,                   0,           0.0011084,           0.0011084,           0.0011084
                 281,            0.011897,           0.0076542,                   0,             0.99052,             0.98433,             0.99369,              0.8626,             0.01578,            0.013377,                   0,           0.0010983,           0.0010983,           0.0010983
                 282,            0.012616,           0.0084415,                   0,             0.99052,             0.98433,             0.99372,              0.8634,            0.015867,            0.013479,                   0,           0.0010888,           0.0010888,           0.0010888
                 283,            0.012784,           0.0083086,                   0,             0.99367,             0.98431,             0.99384,             0.86451,             0.01589,            0.013519,                   0,           0.0010797,           0.0010797,           0.0010797
                 284,            0.012413,           0.0082337,                   0,             0.99683,             0.98433,             0.99397,             0.86384,            0.015761,            0.013391,                   0,           0.0010711,           0.0010711,           0.0010711
                 285,            0.012676,           0.0086686,                   0,             0.99683,             0.98431,             0.99393,             0.86645,            0.015696,             0.01323,                   0,            0.001063,            0.001063,            0.001063
                 286,             0.01212,           0.0081241,                   0,             0.99367,             0.98433,             0.99411,             0.86779,            0.015626,            0.012784,                   0,           0.0010554,           0.0010554,           0.0010554
                 287,            0.012314,           0.0081306,                   0,             0.99366,             0.98433,              0.9938,             0.86576,            0.015736,            0.012477,                   0,           0.0010483,           0.0010483,           0.0010483
                 288,            0.012179,           0.0076785,                   0,             0.99367,             0.98432,             0.99402,             0.86457,            0.015763,              0.0125,                   0,           0.0010416,           0.0010416,           0.0010416
                 289,            0.012647,           0.0084997,                   0,             0.99052,             0.98433,             0.99408,             0.86585,            0.015757,            0.012536,                   0,           0.0010355,           0.0010355,           0.0010355
                 290,            0.012813,           0.0082968,                   0,             0.99681,             0.98119,             0.99418,             0.86846,            0.015671,             0.01283,                   0,           0.0010298,           0.0010298,           0.0010298
                 291,             0.01232,           0.0080198,                   0,             0.99365,             0.98118,             0.99379,             0.87071,            0.015678,            0.012735,                   0,           0.0010247,           0.0010247,           0.0010247
                 292,            0.012068,           0.0079817,                   0,             0.99365,             0.98119,             0.99401,             0.86385,            0.015682,            0.012639,                   0,             0.00102,             0.00102,             0.00102
                 293,            0.012478,           0.0084098,                   0,             0.99367,              0.9843,             0.99387,              0.8696,            0.015675,             0.01268,                   0,           0.0010158,           0.0010158,           0.0010158
                 294,            0.012712,           0.0084392,                   0,             0.99057,             0.98745,             0.99414,             0.86523,            0.015654,            0.012606,                   0,           0.0010121,           0.0010121,           0.0010121
                 295,            0.012265,            0.008034,                   0,              0.9968,             0.98119,             0.99415,              0.8677,            0.015744,            0.012683,                   0,           0.0010089,           0.0010089,           0.0010089
                 296,             0.01272,           0.0082281,                   0,             0.99364,             0.98433,             0.99421,             0.86868,            0.015715,            0.012964,                   0,           0.0010062,           0.0010062,           0.0010062
                 297,            0.012403,           0.0084061,                   0,             0.99682,             0.98119,             0.99397,             0.86926,            0.015763,            0.012865,                   0,           0.0010039,           0.0010039,           0.0010039
                 298,            0.012225,           0.0080041,                   0,             0.99682,             0.98407,             0.99406,             0.86991,            0.015836,             0.01307,                   0,           0.0010022,           0.0010022,           0.0010022
                 299,            0.012205,           0.0081166,                   0,             0.99369,             0.98745,             0.99412,             0.86958,             0.01588,             0.01302,                   0,            0.001001,            0.001001,            0.001001
